機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目
社團法人愛福家協會附設新北市私立永和愛活樂園社區長照機構,2R0200017,2,新北市,永和區,新北市永和區保順里仁愛路306巷62號、66號,121.5020980835,25.0094947815,B,日間照顧服務
社團法人振生長期照顧協會,BE0200095,BE,新北市,板橋區,新北市板橋區新生里新生街23巷1弄4號4樓,121.4559020996,25.0215568542,B,交通接送服務(DA01);社區式交通接送服務(BD03)
社團法人新北市健安樂活迎老服務協會(社照C),BE0200065,BE,新北市,中和區,新北市中和區枋寮里枋寮街33號,121.5018463135,25.0005893707,C,巷弄長照站
社團法人新北市博德書院文教公益推廣協會(學府站)(社照C),BF0200153,BF,新北市,淡水區,新北市淡水區學府里水源街1段143巷2號1樓,121.4472579956,25.1721458435,C,巷弄長照站
社團法人新北市博德書院文教公益推廣協會(崁頂站)(社照C),BF0200154,BF,新北市,淡水區,新北市淡水區崁頂里中山北路二段381巷128號1樓,121.4429244995,25.1859931946,C,巷弄長照站
社團法人新北市國度關懷協會(社照C),BE0200031,BE,新北市,三重區,新北市三重區過田里重新路四段39-1號4樓,121.4881057739,25.0577259064,C,巷弄長照站
社團法人新北市復康愛關懷協會,BE0200096,BE,新北市,三峽區,新北市三峽區介壽路一段276巷108弄12號5樓,121.3797454834,24.9281902313,B,交通接送服務
社團法人新北市恩典慈善協會(社照C),BE0200047,BE,新北市,三重區,新北市三重區光明里重安街46號1樓,121.4907608032,25.0576934814,C,巷弄長照站
社團法人新北市新店區喜樂心靈關懷協會(社照C),BE0200013,BE,新北市,新店區,新北市新店區公崙里安康路1段207巷4鄰8-1號,121.5161743164,24.9636764526,C,巷弄長照站
社團法人新北市汐止區基督教全人關懷福音發展協會(建成站)(社照C),BF0200020,BF,新北市,汐止區,新北市汐止區建成里建成路152號B1,121.6619338989,25.0733795166,C,巷弄長照站
社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,1R0200077,1,新北市,中和區,新北市中和區圓通路182號2樓,121.4765548706,25.0268192291,B,居家服務;喘息服務
社團法人新北市社區工作者協會(社照C),BE0200011,BE,新北市,貢寮區,新北市貢寮區貢寮里29巷14之一號,121.9079284668,25.0190372467,C,巷弄長照站
社團法人新北市臨床心理師公會,BE0200001,BE,新北市,永和區,新北市永和區文化里博愛街20巷1號,121.5180664062,25.0157432556,B,專業照護服務
社團法人新北市銀髮族推廣協會(中和景安分站)(社照C),BE0200090,BE,新北市,中和區,新北市中和區景安里景安路167巷11號,121.5060272217,24.9947948456,C,巷弄長照站
社團法人新北市銀髮族關懷推廣協會(中和仁和分站)(社照C),BE0200093,BE,新北市,中和區,新北市中和區仁和里連城路477巷6弄1號,121.4830780029,24.9950027466,C,巷弄長照站
社團法人新北市陽春麵里長銀髮婦幼發展協會(樹林樂山站)(社照C),BF0200320,BF,新北市,樹林區,新北市樹林區樂山里中和街38號2樓,121.3898544312,24.9736366272,C,巷弄長照站
社團法人燈塔全人關懷協會(社照C),BE0200049,BE,新北市,蘆洲區,新北市蘆洲區永康里長安街220巷14號,121.4591217041,25.084821701,C,巷弄長照站
社團法人臺北市心藝社會關懷協會(汐止福安站)(社照C),BE0200056,BE,新北市,汐止區,新北市汐止區福安里福安街57巷2號1樓,121.6639709473,25.0638217926,C,巷弄長照站
社團法人臺灣大米一山健康促進協會,BE0200087,BE,新北市,中和區,新北市中和區立德街204號3樓,121.4845809937,25.0094947815,B,營養餐飲服務
社團法人臺灣大米一山健康促進協會附設新北市私立中和壹山社區長照機構,2R0200005,2,新北市,中和區,新北市中和區立德街204號1、2樓,121.4845809937,25.0094947815,B,日間照顧服務;喘息服務
社團法人臺灣大米一山健康促進協會附設新北市私立烏來區Rahaw信賢社區長照機構,2R0200015,2,新北市,烏來區,新北市烏來區信福路28號,121.5259857178,24.8365097046,B,日間照顧服務;喘息服務
社團法人臺灣腦身心機能認知協會(中和秀福站)(社照c),BE0200097,BE,新北市,中和區,新北市中和區秀福里秀朗路三段10巷16弄1之5號1樓,121.5238037109,24.9961490631,C,巷弄長照站
社團法人臺灣腦身心機能認知協會(社照C),BF0200148,BF,新北市,中和區,新北市中和區秀山里景平路64巷13弄18號,121.5216674805,24.9915027618,C,巷弄長照站
社團法人輕安健康關懷協會新北市私立輕安汐止綜合長照機構,4R0200006,4,新北市,汐止區,新北市汐止區環河里福德一路392巷52號,121.6264038086,25.0634498596,B,日間照顧服務;喘息服務
祝三實業股份有限公司,BA0200025,BA,新北市,板橋區,新北市板橋區遠東路3號4樓,121.4567489624,24.9983654022,B,交通接送服務(DA01)
祝三實業股份有限公司,BB0200014,BB,新北市,板橋區,新北市板橋區遠東路1號,121.4565963745,24.9987220764,B,輔具及居家無障礙環境服務
祥蕙護理之家,A30200018,A3,新北市,板橋區,新北市板橋區廣和街100號、100號2樓至5樓、102號,121.4624099731,24.993314743,B,喘息服務
福善有限公司附設新北市私立福善居家長照機構,1R0200088,1,新北市,金山區,新北市金山區中山路316號1樓,121.6341781616,25.2249698639,B,居家服務;喘息服務
福康居家護理所,B10200077,B1,新北市,土城區,新北市土城區學享街58號9樓之9,121.4522323608,24.9863758087,B,專業照護服務
福耕居家護理所,B10200048,B1,新北市,新莊區,新北市新莊區新樹路609之14號,121.4345016479,25.0041370392,B,專業照護服務
福雲添健康事業企業社附設新北市私立福雲添居家長照機構,1V0200076,1,新北市,新莊區,新北市新莊區西盛里新樹路613之11號1樓,121.4339599609,25.003780365,B,居家服務;喘息服務
福鷺社會企業有限公司附設新北市私立三重福鷺社區長照機構,2V0200007,2,新北市,三重區,新北市三重區正義北路195號4樓、4樓之1,121.4962615967,25.0682086945,B,日間照顧服務;喘息服務
福鷺社會企業有限公司附設新北市私立五股福鷺社區長照機構,2R0200026,2,新北市,五股區,新北市五股區成泰路二段7號、9號,121.4369277954,25.0813941956,B,喘息服務;日間照顧服務
福鷺社會企業有限公司附設新北市私立希望城市社區長照機構,2R0200013,2,新北市,蘆洲區,新北市蘆洲區保新里三民路368-2號1樓,121.4645843506,25.0905418396,B,喘息服務;日間照顧服務
福鷺社會企業有限公司附設新北市私立福鷺居家長照機構,1V0200093,1,新北市,蘆洲區,新北市蘆洲區復興路105巷7號,121.4764175415,25.0882282257,B,居家服務;喘息服務
福鷺社會企業有限公司附設新北市私立福鷺社區長照機構,2R0200004,2,新北市,蘆洲區,新北市蘆洲區中原里中正路241號5樓,121.4678344727,25.086681366,B,日間照顧服務;喘息服務
禾倉健康事業有限公司附設新北市私立禾倉居家長照機構,1V0200074,1,新北市,林口區,新北市林口區東勢里忠孝路605號1樓,121.3779983521,25.0680007935,B,居家服務;喘息服務
禾申事業有限公司附設新北市私立禾申居家長照機構,1R0200086,1,新北市,泰山區,新北市泰山區楓江路26巷19號1樓,121.4483642578,25.0571098328,B,喘息服務;居家服務
私立三民護理之家,A30200101,A3,新北市,蘆洲區,新北市蘆洲區三民路26巷51號1樓、2樓,121.4780502319,25.0834026337,B,喘息服務
私立健安護理之家,A30200034,A3,新北市,板橋區,新北市板橋區民權路174號1-6樓,121.4597015381,25.0132312775,B,喘息服務
私立健生護理之家,A30200032,A3,新北市,土城區,新北市土城區中華路一段14號1、2、3樓,121.4475860596,24.9907131195,B,喘息服務
私立再生護理之家,A30200009,A3,新北市,新店區,新北市新店區寶高路6號1樓、2樓、2樓之1、3樓、3樓之1、4樓、4樓之1,121.5505142212,24.9782714844,B,喘息服務
私立大愛護理之家,A30200010,A3,新北市,三重區,新北市三重區三和路4段103之1號1樓-3樓,121.4869995117,25.0768146515,B,喘息服務
私立新生活居家護理所,B10200015,B1,新北市,板橋區,新北市板橋區長江路一段146巷8號,121.4609832764,25.0298099518,B,專業照護服務
立安健康事業有限公司附設新北市私立立安居家長照機構,1V0200105,1,新北市,蘆洲區,新北市蘆洲區中山一路161號3樓R09室,121.4749984741,25.0809993744,B,居家服務;喘息服務
立穎居家護理所,B10200003,B1,新北市,中和區,新北市中和區漳和里立德街204號3樓,121.5118484497,24.9853191376,B,專業照護服務
立詒長照有限公司附設新北市私立宥典居家長照機構,1R0200073,1,新北市,板橋區,新北市板橋區裕民街151號2樓,121.4586257935,25.0270347595,B,喘息服務;居家服務
築燭有限公司附設新北市私立心地居家長照機構,1R0200060,1,新北市,中和區,新北市中和區健康路89號3樓11室,121.4879379272,25.0002422333,B,喘息服務;居家服務
紅樹林護理之家,A30200073,A3,新北市,淡水區,新北市淡水區中正東路一段111巷22號1至7樓,121.4551849365,25.1608352661,B,喘息服務
純馨居家物理治療所,B40200017,B4,新北市,三峽區,新北市三峽區學勤路182-6號6樓,121.3767547607,24.9462146759,B,專業照護服務(CC01);專業照護服務
縉澄居家長照有限公司附設新北市私立合禧居家長照機構,1V0200012,1,新北市,樹林區,新北市樹林區中山路一段217號3樓之3,121.4209365845,24.9871006012,B,喘息服務;居家服務
美事居家長照有限公司附設新北市私立美事居家長照機構,1X0200085,1,新北市,蘆洲區,新北市蘆洲區永康里永安南路二段328巷17弄8號1樓,121.4562530518,25.0840187073,B,喘息服務;居家服務
美樺股份有限公司附設新北市私立美樺居家長照機構,1V0200031,1,新北市,三重區,新北市三重區福德里重新路四段53號11樓,121.4866104126,25.0524196625,A,個案管理服務
美樺股份有限公司附設新北市私立美樺居家長照機構,1V0200031,1,新北市,三重區,新北市三重區福德里重新路四段53號11樓,121.4866104126,25.0524196625,B,居家服務;喘息服務
翁華宗小兒科診所,B20200085,B2,新北市,三重區,新北市三重區正義北路324號,121.4948654175,25.0703887939,B,居家失能個案家庭醫師照護服務
翎果有限公司附設新北市私立翎果居家長照機構,1V0200103,1,新北市,蘆洲區,新北市蘆洲區中山一路161號3樓R10室,121.4749984741,25.0809993744,B,專業照護服務;居家服務;喘息服務
耀程耳鼻喉科診所,B20200210,B2,新北市,新店區,新北市新店區三民路66號1樓,121.5350570679,24.9723358154,B,居家失能個案家庭醫師照護服務
耆寓股份有限公司附設新北市私立一銀綜合長照機構,4R0200007,4,新北市,鶯歌區,新北市鶯歌區仁愛路1號3樓,121.3536529541,24.9568576813,B,喘息服務;日間照顧服務
耆寓股份有限公司附設新北市私立勤樸社區長照機構,2V0200016,2,新北市,汐止區,新北市汐止區忠孝里大同路一段499號1樓,121.6447067261,25.0621852875,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立多好事綜合長照機構,4V0200006,4,新北市,中和區,新北市中和區中山路二段362號7樓,121.4925842285,25.002779007,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立樂福家綜合長照機構,4V0200007,4,新北市,新店區,新北市新店區寶橋路88號5至8樓,121.546585083,24.975610733,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立添運綜合長照機構,4V0200004,4,新北市,泰山區,新北市泰山區貴子里明志路三段148號3樓,121.424621582,25.0397815704,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立重新綜合長照機構,4V0200005,4,新北市,三重區,新北市三重區重新路二段1號10樓,121.4996643066,25.062997818,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立鎮前綜合長照機構,4R0200009,4,新北市,樹林區,新北市樹林區鎮前街29巷1號4樓之1、5樓之1,121.4259185791,24.9918727875,B,日間照顧服務;喘息服務
耆寓股份有限公司附設新北市私立館前東綜合長照機構,4R0200008,4,新北市,板橋區,新北市板橋區館前東路26號5樓,121.4604873657,25.0071315765,B,喘息服務;日間照顧服務
聖光長照有限公司附設新北市私立聖光居家長照機構,1V0200119,1,新北市,三重區,新北市三重區力行路二段176號2樓1室,121.4831237793,25.0771656036,B,喘息服務;居家服務
聯合營養諮詢中心,B60200002,B6,新北市,新店區,新北市新店區寶宏路5-1號4樓,121.549369812,24.9761791229,B,專業照護服務
聯安診所(醫事C),B20200193,B2,新北市,新莊區,新北市新莊區忠孝里建中街116巷3弄2號,121.4456939697,25.0365409851,C,巷弄長照站
聯安長照股份有限公司附設新北市私立聯安居家長照機構,1R0200087,1,新北市,新莊區,新北市新莊區中港路240號2樓,121.4539871216,25.0432090759,B,居家服務;喘息服務
聯心健康顧問有限公司附設新北市私立聯心居家長照機構,1V0200042,1,新北市,板橋區,新北市板橋區民生路一段3號13樓之6,121.4762115479,25.0119171143,B,專業照護服務;居家服務;喘息服務
聯順居家護理所,B10200065,B1,新北市,板橋區,新北市板橋區玉光里永豐街75巷17號2樓,121.4729766846,25.0187625885,B,專業照護服務
肯康樂活股份有限公司附設新北市私立肯康三峽社區長照機構,2R0200012,2,新北市,三峽區,新北市三峽區礁溪里29鄰中華路13-5號2樓,121.3736038208,24.9320068359,B,喘息服務;日間照顧服務
肯康樂活股份有限公司附設新北市私立肯康居家長照機構,1R0200096,1,新北市,三峽區,新北市三峽區民生街106-2號3樓,121.3736877441,24.9355068207,B,喘息服務;居家服務
自己人居家物理治療所,B40200027,B4,新北市,鶯歌區,新北市鶯歌區南鶯里育才街90號1樓,121.3473510742,24.9547290802,C,巷弄長照站
自己人居家物理治療所-鶯歌南鶯據點(醫事C),B40200011,B4,新北市,鶯歌區,新北市鶯歌區南鶯里育才街90號1樓,121.3486404419,24.9549636841,B,喘息服務
良田健康照護社附設新北市私立良田健康照護居家長照機構,1U0200002,1,新北市,中和區,新北市中和區連城路446之2號2樓,121.5045394897,24.9966373444,B,專業照護服務;居家服務;喘息服務
良興康健醫護管理顧問股份有限公司附設新北市私立板橋玩學樂園社區長照機構,2V0200015,2,新北市,板橋區,新北市板橋區振興里中山路二段443巷75、77、79號4樓,121.480682373,25.0225257874,B,日間照顧服務;喘息服務
花甲樂股份有限公司附設新北市私立新店花甲樂社區長照機構,2R0200030,2,新北市,新店區,新北市新店區中興路一段282號2樓,121.5457077026,24.9684391022,B,喘息服務;日間照顧服務
華特藥局,B30200028,B3,新北市,泰山區,新北市泰山區明志路一段260號,121.4320907593,25.0605239868,B,專業照護服務
萓品管理顧問有限公司附設新北市私立禾善居家長照機構,1R0200095,1,新北市,樹林區,新北市樹林區仁愛街3號1樓,121.4213943481,24.9816493988,B,喘息服務;居家服務
萬眾居家護理所,B10200095,B1,新北市,三重區,新北市三重區福德南路41號7樓,121.5029067993,25.0620708466,B,專業照護服務
蕭中正醫院,B20200028,B2,新北市,板橋區,新北市板橋區南雅南路一段1巷30號2樓,121.4571609497,25.0066566467,A,個案管理服務
蕭正貴小兒科家庭醫學科診所,B20200217,B2,新北市,永和區,新北市永和區得和路198號,121.5202255249,24.9999446869,B,居家失能個案家庭醫師照護服務
蘇診所,B20200070,B2,新北市,新莊區,新北市新莊區民安路109號1樓,121.424697876,25.0249557495,B,居家失能個案家庭醫師照護服務
蘇診所,B20200259,B2,新北市,新莊區,新北市新莊區民安路109號1樓,121.424697876,25.0249538422,B,居家失能個案家庭醫師照護服務
行天宮醫療志業醫療財團法人恩主公醫院,B20200004,B2,新北市,三峽區,新北市三峽區鳶山里復興路399號,121.3629074097,24.9383068085,A,個案管理服務
行天宮醫療志業醫療財團法人恩主公醫院,B20200004,B2,新北市,三峽區,新北市三峽區鳶山里復興路399號,121.3629074097,24.9383068085,B,居家失能個案家庭醫師照護服務
行天宮醫療志業醫療財團法人附設恩主公居家護理所,B10200091,B1,新北市,三峽區,新北市三峽區復興路367巷4號1~2樓,121.3633346558,24.9382572174,B,專業照護服務
衛生福利部八里療養院,B20200010,B2,新北市,八里區,新北市八里區舊城里華富山33號,121.5016403198,24.9986915588,A,個案管理服務
衛生福利部八里療養院,B20200010,B2,新北市,八里區,新北市八里區舊城里華富山33號,121.5016403198,24.9986915588,B,專業照護服務
衛生福利部八里療養院-中和區(醫事C),B20200238,B2,新北市,中和區,新北市中和區南山里南山路4巷3號4樓,121.5024795532,24.9975128174,C,巷弄長照站
衛生福利部北區老人之家,A10200059,A1,新北市,新店區,新北市新店區屈尺里屈尺路83號,121.5450897217,24.9218406677,B,日間照顧服務
衛生福利部樂生療養院,B20200052,B2,新北市,新莊區,新北市新莊區中正路794號,121.4098510742,25.0216217041,B,專業照護服務;專業照護服務(CC01)
衛生福利部樂生療養院附設居家護理所,B10200023,B1,新北市,新莊區,新北市新莊區中正路794號,121.4098510742,25.0216217041,B,專業照護服務
衛生福利部臺北醫院,A30200039,B2,新北市,新莊區,新北市新莊區思源路127號,121.4596252441,25.0432415009,A,個案管理服務
衛生福利部臺北醫院,A30200039,B2,新北市,新莊區,新北市新莊區思源路127號,121.4596252441,25.0432415009,B,居家失能個案家庭醫師照護服務;專業照護服務(CC01);專業照護服務
衛生福利部臺北醫院附設居家護理所,B10200098,B1,新北市,新莊區,新北市新莊區長青街6號2樓,121.4596252441,25.0432395935,B,專業照護服務
衛生福利部臺北醫院附設新莊悅心社區長照機構,2A0200001,2,新北市,新莊區,新北市新莊區思賢里長青街6號1樓,121.4576416016,25.042339325,B,日間照顧服務
衛生福利部臺北醫院附設新莊悅心社區長照機構(醫事C),2A0200002,2,新北市,新莊區,新北市新莊區思賢里長青街6號1樓,121.4576416016,25.042339325,C,巷弄長照站
衛生福利部雙和醫院(委託臺北醫學大學興建經營),B20200011,B2,新北市,中和區,新北市中和區中正里中正路291號,121.493522644,24.9926986694,A,個案管理服務
衛生福利部雙和醫院(委託臺北醫學大學興建經營),B20200011,B2,新北市,中和區,新北市中和區中正里中正路291號,121.493522644,24.9926986694,B,喘息服務
衛生福利部雙和醫院(委託臺北醫學大學興建經營)-中和秀峰據點(醫事C),B20200266,B2,新北市,中和區,新北市中和區秀峰里景德街17號,121.5185852051,24.9903640747,B,喘息服務
衛生福利部雙和醫院(委託臺北醫學大學興建經營)-中和錦盛據點(醫事C),B20200265,B2,新北市,中和區,新北市中和區錦盛里圓通路335巷37弄12號,121.4937286377,24.988904953,B,喘息服務
衛生福利部雙和醫院附設居家護理所(委託臺北醫學大學興建經營),B10200104,B1,新北市,中和區,新北市中和區中正路291號B1(第二醫療大樓B1社區醫學部),121.4940795898,24.9937458038,B,居家失能個案家庭醫師照護服務
裕康健康有限公司附設新北市私立仁叡居家長照機構,1R0200100,1,新北市,新店區,新北市新店區北新路二段262號3樓之3(306室),121.5429077148,24.9783344269,B,喘息服務;居家服務
觀海護理之家(醫事C),A30200175,A3,新北市,八里區,新北市八里區訊塘里訊塘路78號1樓,121.3977584839,25.1461772919,C,巷弄長照站
詠林長照社團法人附設新北市私立詠林綜合長照機構,4L0200001,4,新北市,淡水區,新北市淡水區竿蓁里中正東路一段111巷20號1至6樓,121.4551239014,25.1608772278,B,喘息服務;日間照顧服務
詠靜護理之家,A30200027,A3,新北市,深坑區,新北市深坑區萬順里北深路三段99、101、103號3、4樓及105號1、3、4樓,121.605796814,25.0016670227,B,日間照顧服務;喘息服務
語治波語言治療所,B70200012,B7,新北市,三峽區,新北市三峽區三樹一街2號1樓,121.3765640259,24.937297821,B,專業照護服務
謝坤川診所,B20200244,B2,新北市,板橋區,新北市板橋區陽明街10號,121.4666519165,25.0217533112,B,居家失能個案家庭醫師照護服務
護老福祉股份有限公司附設新北市私立護老樂活居家長照機構,1V0200026,1,新北市,蘆洲區,新北市蘆洲區水湳里水湳街65號1樓,121.4717483521,25.0877380371,B,居家服務;喘息服務
豐年文化藝術團-新北市樹林區豐年部落文化健康站(原民C),BF0200322,BF,新北市,樹林區,新北市樹林區和平里忠孝街30號,121.4234390259,24.9819297791,B,喘息服務
豐悠活有限公司附設新北市私立豐悠活居家長照機構,1V0200061,1,新北市,中和區,新北市中和區中正路920號3樓308室,121.482963562,25.0083770752,B,喘息服務;居家服務
豐榮醫院,B20200141,B2,新北市,新店區,新北市新店區安德街 26巷3號(B棟),121.5115737915,24.9632415771,A,個案管理服務
豐榮醫院,B20200141,B2,新北市,新店區,新北市新店區安德街 26巷3號(B棟),121.5115737915,24.9632415771,B,專業照護服務
象心力股份有限公司附設新北市私立象心力居家長照機構,1V0200102,1,新北市,新店區,新北市新店區中正路619號1樓,121.5338058472,24.9889221191,B,居家服務;喘息服務
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),BD0200028,BD,新北市,新店區,新北市新店區民權路42巷59弄12號5樓,121.5378189087,24.9811306,B,交通接送服務;營養餐飲服務
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),BD0200028,BD,新北市,新店區,新北市新店區民權路42巷59弄12號5樓,121.5378189087,24.9811306,C,巷弄長照站
財團法人一粒麥子社會福利慈善事業基金會(平溪十分站)(社照C),BD0200045,BD,新北市,平溪區,新北市平溪區十分里十分街66巷1號,121.7758026123,25.041929245,C,巷弄長照站
財團法人一粒麥子社會福利慈善事業基金會附設新北市私立有福居家式服務類長期照顧服務機構,1S0200011,1,新北市,新店區,新北市新店區民權路103號3樓,121.7391738892,25.0249118805,A,個案管理服務
財團法人一粒麥子社會福利慈善事業基金會附設新北市私立有福居家式服務類長期照顧服務機構,1S0200011,1,新北市,新店區,新北市新店區民權路103號3樓,121.7391738892,25.0249118805,B,喘息服務;居家服務;到宅沐浴車服務
財團法人中保關懷社會福利基金會附設新北市私立泰山中保社區長照機構,2S0200016,2,新北市,泰山區,新北市泰山區貴子里明志路三段142巷8號,121.4245147705,25.0400352478,B,日間照顧服務;喘息服務
財團法人中華文化社會福利事業基金會附設新北市私立翠柏新村老人安養中心,A10200364,A1,新北市,汐止區,新北市汐止區長青里永春一路5號,121.6032180786,25.1125164032,B,喘息服務;交通接送服務
財團法人中華民國佛教慈濟慈善事業基金會-三重靜思堂關懷據點(社照C),BD0200038,BD,新北市,三重區,新北市三重區大有里中正北路450號,121.4738235474,25.0713596344,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會-板橋靜思堂(社照C),BD0200048,BD,新北市,板橋區,新北市板橋區大觀路二段265巷15號,121.4429397583,24.9961032867,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會-蘆洲靜思堂(社照C),BD0200049,BD,新北市,蘆洲區,新北市蘆洲區長樂路125號,121.4618911743,25.0877399445,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟三重社區長照機構,2S0200033,2,新北市,三重區,新北市三重區大有里中正北路472號1樓,121.4730072021,25.0714912415,B,喘息服務;日間照顧服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟中和社區長照機構,2S0200031,2,新北市,中和區,新北市中和區民生里中山路3段41號1樓,121.4709472656,25.0065059662,B,喘息服務;日間照顧服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構,4S0200002,4,新北市,蘆洲區,新北市蘆洲區正義里長樂路125號,121.4618911743,25.0877399445,A,個案管理服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構,4S0200002,4,新北市,蘆洲區,新北市蘆洲區正義里長樂路125號,121.4618911743,25.0877399445,B,日間照顧服務;喘息服務;居家服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-三峽園區(醫事C),1R0200025,1,新北市,三峽區,新北市三峽區介壽里介壽路一段498號,121.3857727051,24.9321670532,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-埔墘共修處(醫事C),1R0200020,1,新北市,板橋區,新北市板橋區東丘里中山路二段60巷1弄22號1樓,121.4750442505,25.0156536102,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-新永和聯絡處(醫事C),1R0200022,1,新北市,永和區,新北市永和區中溪里中山路一段130號,121.510383606,25.0100650787,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-林口靜思書軒(醫事C),1R0200023,1,新北市,林口區,新北市林口區西林里佳林路166號2樓,121.3835372925,25.0766563416,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-海山聯絡處(醫事C),1R0200026,1,新北市,土城區,新北市土城區大安里中央路三段42號5樓之1,121.4372940063,24.9679756165,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-淡水共修處(醫事C),1R0200027,1,新北市,淡水區,新北市淡水區埤島里2鄰中山北路三段102號,121.4444046021,25.1910018921,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-舊永和聯絡處(醫事C),1R0200021,1,新北市,永和區,新北市永和區正興里4鄰永和路二段92巷1號4樓,121.5154571533,25.0116386414,B,喘息服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-舊永和聯絡處(醫事C),1R0200021,1,新北市,永和區,新北市永和區正興里4鄰永和路二段92巷1號4樓,121.5154571533,25.0116386414,C,巷弄長照站
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-雙和靜思堂(醫事C),4S0200005,4,新北市,中和區,新北市中和區積穗里中山路三段41號4樓,121.4618911743,25.0877399445,B,喘息服務
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-鳳鳴共修處(醫事C),1R0200024,1,新北市,鶯歌區,新北市鶯歌區鳳鳴里永和街184號1樓,121.3363113403,24.9704551697,C,巷弄長照站
財團法人介惠社會福利慈善基金會新北市萬里瑪鋉公共托老中心(社照C),BD0200021,BD,新北市,萬里區,新北市萬里區萬里里瑪鋉路221號3F,121.689743042,25.179813385,C,巷弄長照站
財團法人介惠社會福利慈善基金會新北市金山金包里公共托老中心(社照C),BD0200015,BD,新北市,金山區,新北市金山區金美里中山路257號1、2樓,121.6368255615,25.2221260071,C,巷弄長照站
財團法人伊甸社會服務基金會-鶯歌大湖公共托老中心(醫事C),BD0200042,BD,新北市,鶯歌區,新北市鶯歌區中湖里大湖路338巷2號,121.346244812,24.971075058,C,巷弄長照站
財團法人伊甸社會福利基金會(新北市三峽北大公共托老中心)(醫事C),BD0200046,BD,新北市,三峽區,新北市三峽區龍學里學成路396號2樓之1,121.3777694702,24.944196701,C,巷弄長照站
財團法人伊甸社會福利基金會-坪林水柳腳公共托老中心(社照C),BD0200036,BD,新北市,坪林區,新北市坪林區坪林里坪碇路6號,121.7052993774,24.9354152679,C,巷弄長照站
財團法人伊甸社會福利基金會附設新北市三峽身心障礙福利服務中心,A20200059,A2,新北市,三峽區,新北市三峽區龍埔里國光街12巷10號1樓,121.3760528564,24.9372653961,B,營養餐飲服務
財團法人伊甸社會福利基金會附設新北市私立三峽北大社區長照機構,2G0200002,2,新北市,三峽區,新北市三峽區龍恩里學成路396號2樓之1,121.3779525757,24.9439907074,B,喘息服務;日間照顧服務
財團法人伊甸社會福利基金會附設新北市私立三峽身心障礙福利服務中心(社照C),BD0200009,BD,新北市,三峽區,新北市三峽區龍埔里國光街12巷10號1樓,121.376083374,24.9371700287,C,巷弄長照站
財團法人伊甸社會福利基金會附設新北市私立八里耆福綜合長照機構,4S0200004,4,新北市,八里區,新北市八里區舊城路19號3樓,121.3998641968,25.1465816498,B,日間照顧服務;喘息服務;居家服務
財團法人伊甸社會福利基金會附設新北市私立坪林居家長照機構,1J0200001,1,新北市,坪林區,新北市坪林區坪林里北宜路八段186號1樓,121.7079467773,24.9345607758,B,居家服務;喘息服務
財團法人伊甸社會福利基金會附設新北市私立居家式服務類長期照顧服務機構,1S0200004,1,新北市,三峽區,新北市三峽區介壽里大同路64號2樓,121.3748245239,24.9374752045,A,個案管理服務
財團法人伊甸社會福利基金會附設新北市私立居家式服務類長期照顧服務機構,1S0200004,1,新北市,三峽區,新北市三峽區介壽里大同路64號2樓,121.3748245239,24.9374752045,B,居家服務;喘息服務
財團法人伊甸社會福利基金會附設新北市私立樹林居家長照機構,1S0200022,1,新北市,樹林區,新北市樹林區日新街30號1樓,121.4227600098,24.9925403595,B,居家服務;喘息服務
